sequence_id,material,quality_score,snr,drift_slope,saturation_ratio,force_anomaly_ratio,spc_out_of_control_ratio,iso_label,iso_score,mahal_label,mahal_score,reason
material_710320_position_3_sensor_3,Textiles_Leather,59.3274,17.348617450546634,0.3091370538449748,0.0,0.0,0.0625,-1,-0.003923,-1,-81.119293,iso_anomaly
material_0710510_position_3_sensor_2,Small_Items,59.6669,10.656948790299188,-0.0827245359732459,0.0,0.0,0.0625,-1,-0.089582,-1,-152.502681,iso_anomaly
material_0700830_position_3_sensor_1,Paper_Cardboard,59.7962,14.841896094250114,0.2028198816636004,0.0,0.0,0.0625,-1,-0.018103,-1,-77.257454,iso_anomaly
material_0710050_position_5_sensor_1,Plastic_Rubber,59.8228,13.472536664881096,0.1591850777420315,0.0,0.0,0.0625,-1,-0.029332,-1,-80.005716,iso_anomaly
material_0700210_position_5_sensor_2,Plastic_Rubber,60.0432,10.136455688237705,0.0430877789266714,0.0,0.0,0.0625,-1,-0.115577,-1,-259.327752,iso_anomaly
material_0700220_position_1_sensor_2,Plastic_Rubber,60.3394,18.405663420772708,0.2778248969183991,0.0,0.0,0.0625,-1,-0.021035,-1,-102.870085,iso_anomaly
material_0700700_position_4_sensor_2,Paper_Cardboard,60.4238,12.70492923648337,0.0978274468315962,0.0,0.0,0.0625,-1,-0.057202,-1,-114.110166,iso_anomaly
material_0700750_position_4_sensor_2,Paper_Cardboard,60.6172,21.519791181603217,0.0410143644046148,0.0,0.0625,0.0625,-1,-0.127038,-1,-431.869934,iso_anomaly
material_0701340_position_3_sensor_1,Metal,60.7756,12.329969780601807,0.0641931343826577,0.0,0.0,0.0625,-1,-0.023688,-1,-71.186005,iso_anomaly
material_0700090_position_2_sensor_2,Plastic_Rubber,60.8957,21.003923376723424,0.0076773067299818,0.0,0.0625,0.0625,-1,-0.02894,-1,-243.89276,iso_anomaly
material_0701240_position_3_sensor_1,Paper_Cardboard,60.9793,12.579660206123986,-0.0590219519122754,0.0,0.0,0.0625,-1,-0.105811,-1,-242.592045,iso_anomaly
material_0700050_position_4_sensor_3,Plastic_Rubber,61.5971,17.446231557401507,0.16925191801981,0.0,0.0,0.0625,-1,-0.035706,-1,-155.982597,iso_anomaly
material_0700970_position_4_sensor_1,Paper_Cardboard,61.6828,13.54633948525644,-0.0443585516237746,0.0,0.0,0.0625,-1,-0.055093,-1,-124.561641,iso_anomaly
material_0700970_position_3_sensor_1,Paper_Cardboard,62.1743,13.700821995167123,-0.0181543335758756,0.0,0.0,0.0625,-1,-0.024884,-1,-162.381857,iso_anomaly
material_0700120_position_1_sensor_1,Plastic_Rubber,62.5493,16.001472430693116,0.1205897192861517,0.0,0.0,0.0588235294117647,-1,-0.064808,-1,-118.888299,iso_anomaly
material_0701250_position_3_sensor_1,Paper_Cardboard,63.0788,16.202026853171468,0.0378615196078416,0.0,0.0,0.0625,-1,-0.029024,-1,-79.82413,iso_anomaly
material_0700520_position_2_sensor_3,Plastic_Rubber,63.209,19.434661888408343,0.1287151979932585,0.0,0.0,0.0625,-1,-0.080143,-1,-191.038476,iso_anomaly
material_0700330_position_2_sensor_1,Plastic_Rubber,63.5465,18.77769625667877,-0.0873388017641949,0.0,0.0,0.0625,-1,-0.045671,-1,-88.645137,iso_anomaly
material_710320_position_2_sensor_2,Textiles_Leather,64.4097,21.68751018329661,0.1221647901348037,0.0,0.0,0.0625,-1,-0.031697,-1,-181.018765,iso_anomaly
material_0700810_position_2_sensor_1,Paper_Cardboard,65.0465,5.264886977180364,0.2083461116217309,0.0,0.0625,0.0,-1,-0.100236,-1,-167.290129,iso_anomaly
material_0700050_position_4_sensor_2,Plastic_Rubber,65.362,19.91444842394693,0.0078911164726292,0.0,0.0,0.0625,-1,-0.039649,-1,-248.217609,iso_anomaly
material_0710020_position_4_sensor_2,Plastic_Rubber,65.3842,22.29827922296367,-0.07953826465482,0.0,0.0,0.0625,-1,-0.009124,-1,-88.040434,iso_anomaly
material_700870_position_2_sensor_1,Paper_Cardboard,66.1136,21.725620409210645,0.0160740942861514,0.0,0.0,0.0625,-1,-0.040553,-1,-100.188037,iso_anomaly
material_0710080_position_1_sensor_1,Paper_Cardboard,69.7873,9.801804998129304,0.0674566477524159,0.0,0.0588235294117647,0.0,-1,-0.043635,-1,-92.722128,iso_anomaly
material_0701500_position_6_sensor_3,Metal,72.3808,16.08685586125886,-0.078265481387868,0.0,0.0625,0.0,-1,-0.00044,-1,-91.208557,iso_anomaly
material_0700810_position_4_sensor_1,Paper_Cardboard,72.5983,10.595138662149846,0.2110439485038785,0.0,0.0,0.0,-1,-0.030787,-1,-103.662586,iso_anomaly
material_0700330_position_3_sensor_3,Plastic_Rubber,72.7047,10.083767692773426,-0.1886791290083738,0.0,0.0,0.0,-1,-0.114948,-1,-158.159904,iso_anomaly
material_0710590_position_4_sensor_1,Paper_Cardboard,72.7364,18.32666152818791,0.1245180408752039,0.0,0.0625,0.0,-1,-0.055473,-1,-141.494904,iso_anomaly
material_0700680_position_6_sensor_2,Wood_Bamboo_Cork,74.0441,9.663192276204752,0.0914740349264715,0.0,0.0,0.0,-1,-0.101961,-1,-239.329351,iso_anomaly
material_0701400_position_1_sensor_2,Metal,74.4119,8.22908769192525,0.0243779600056159,0.0,0.0,0.0,-1,-0.03272,-1,-91.199504,iso_anomaly
material_0710150_position_4_sensor_1,Paper_Cardboard,74.84,10.429885440468777,0.0648648609834549,0.0,0.0,0.0,-1,-0.114999,-1,-299.460693,iso_anomaly
material_0710180_position_4_sensor_1,Paper_Cardboard,74.8459,8.515113564873632,-0.005822067759396,0.0,0.0,0.0,-1,-0.026392,-1,-85.104524,iso_anomaly
material_0710080_position_1_sensor_2,Paper_Cardboard,75.8733,10.66507136957429,0.0070290511386823,0.0,0.0,0.0,-1,-0.192148,-1,-697.490131,iso_anomaly
material_0701490_position_8_sensor_1,Metal,76.3399,13.140583919093562,-0.0535098501965901,0.0,0.0,0.0,-1,-0.008265,-1,-94.043453,iso_anomaly
material_0701340_position_2_sensor_1,Metal,76.4799,16.42899460402586,0.1454598237081295,0.0,0.0,0.0,-1,-0.046822,-1,-116.822369,iso_anomaly
material_0701430_position_2_sensor_1,Metal,76.6042,12.806093274481968,-0.0266247047972837,0.0,0.0,0.0,-1,-0.020443,-1,-102.342705,iso_anomaly
material_0700340_position_6_sensor_1,Plastic_Rubber,77.2289,15.916720064272084,0.0826171252680714,0.0,0.0,0.0,-1,-0.038125,-1,-78.822779,iso_anomaly
material_0701320_position_2_sensor_2,Metal,77.3282,14.011963401497756,-0.0179981793173026,0.0,0.0,0.0,-1,-0.012029,-1,-72.274133,iso_anomaly
material_0700080_position_1_sensor_3,Plastic_Rubber,77.6614,16.48465630639976,0.0727941016901552,0.0,0.0,0.0,-1,-0.093379,-1,-114.043651,iso_anomaly
material_701440_position_8_sensor_1,Metal,77.8649,14.639997518030476,0.0034573370906515,0.0,0.0,0.0,-1,-0.062978,-1,-123.529234,iso_anomaly
material_0701420_position_6_sensor_1,Metal,78.2085,17.5454877892495,0.0708601712494866,0.0,0.0,0.0,-1,-0.014333,-1,-80.246682,iso_anomaly
material_0701300_position_5_sensor_2,Metal,78.6348,16.697449165535428,-0.018041306040648,0.0,0.0,0.0,-1,-0.012996,-1,-98.579247,iso_anomaly
material_0700000_position_2_sensor_3,Plastic_Rubber,78.6559,16.584438584222244,-0.013248562282988,0.0,0.0,0.0,-1,-0.010412,-1,-61.324217,iso_anomaly
material_0701720_position_2_sensor_2,Crafts,79.2348,21.06847556541889,0.1142095620149102,0.0,0.0,0.0,-1,-0.038935,-1,-130.81859,iso_anomaly
material_0700170_position_5_sensor_1,Plastic_Rubber,79.7055,18.98861139771142,-0.0208471823299653,0.0,0.0,0.0,-1,-0.070136,-1,-108.555123,iso_anomaly
material_0701610_position_2_sensor_1,Textiles_Leather,79.8361,18.984709235290296,0.0125038535922165,0.0,0.0,0.0,-1,-0.052655,-1,-91.511001,iso_anomaly
material_0700520_position_1_sensor_3,Plastic_Rubber,80.3888,20.71851962860705,-0.0308401182087445,0.0,0.0,0.0,-1,-0.015639,-1,-66.780036,iso_anomaly
material_0701500_position_1_sensor_1,Metal,80.9364,23.5851974705373,-0.0842084312023449,0.0,0.0,0.0,-1,-0.170092,-1,-1465.885175,iso_anomaly
material_0701500_position_2_sensor_1,Metal,81.5468,24.157421571058684,0.0633179046032462,0.0,0.0,0.0,-1,-0.144398,-1,-811.962808,iso_anomaly
material_0701490_position_8_sensor_3,Metal,100.0,60.0,0.0,0.0,,,-1,-0.08261,-1,-329.337319,iso_anomaly
material_701450_position_6_sensor_1,Metal,100.0,60.0,0.0,0.0,0.0,0.0,-1,-0.024816,-1,-268.531855,iso_anomaly
